"TABLE","TABLE_ROWS","COMBI_FIELD_NAME","FIELD_NAME","FIELD_VALUE","COMBI_ROW_COUNT","COMBI_RATIO_PERCENT"
"HumanResources.Employee","290","SickLeaveHours","SickLeaveHours","20","6","2.07%"
"HumanResources.Employee","290","SickLeaveHours","SickLeaveHours","30","6","2.07%"
"HumanResources.Employee","290","SickLeaveHours","SickLeaveHours","31","6","2.07%"
"HumanResources.Employee","290","SickLeaveHours","SickLeaveHours","33","6","2.07%"
"HumanResources.Employee","290","SickLeaveHours","SickLeaveHours","37","6","2.07%"
"HumanResources.Employee","290","VacationHours","VacationHours","48","4","1.38%"
"HumanResources.Employee","290","VacationHours","VacationHours","14","3","1.03%"
"HumanResources.Employee","290","VacationHours","VacationHours","10","3","1.03%"
"HumanResources.Employee","290","VacationHours","VacationHours","1","3","1.03%"
"HumanResources.Employee","290","VacationHours","VacationHours","0","3","1.03%"
"HumanResources.Employee","290","VacationHours","VacationHours","16","3","1.03%"
"HumanResources.Employee","290","VacationHours","VacationHours","2","3","1.03%"
"HumanResources.Employee","290","VacationHours","VacationHours","20","3","1.03%"
"HumanResources.Employee","290","VacationHours","VacationHours","21","3","1.03%"
"HumanResources.Employee","290","VacationHours","VacationHours","22","3","1.03%"
"HumanResources.Employee","290","rowguid","rowguid","08365B05-C143-4260-A93C-6B69418B1946","1","0.34%"
"HumanResources.Employee","290","rowguid","rowguid","065D8D5F-9504-4FFE-98DC-E69677F19F15","1","0.34%"
"HumanResources.Employee","290","rowguid","rowguid","05C84608-F445-4F9D-BB5C-0828C309C29D","1","0.34%"
"HumanResources.Employee","290","rowguid","rowguid","045C9CBB-3448-4599-9FA9-6C7A9F82F832","1","0.34%"
"HumanResources.Employee","290","rowguid","rowguid","042427B8-3883-4A87-A6A3-724EE1690F49","1","0.34%"
"HumanResources.Employee","290","rowguid","rowguid","0423D8D0-1B14-4718-8C17-85E2F98D222F","1","0.34%"
"HumanResources.Employee","290","rowguid","rowguid","03A9BA14-0D5B-4671-B851-2C1721EFBF01","1","0.34%"
"HumanResources.Employee","290","rowguid","rowguid","0217049E-1566-42B6-8027-41B751E2B00B","1","0.34%"
"HumanResources.Employee","290","rowguid","rowguid","01BCCE22-D63A-4C3F-9BA8-D3D5A4C3BD52","1","0.34%"
"HumanResources.Employee","290","rowguid","rowguid","01B119A2-2AF3-4775-818E-B421FECB07A7","1","0.34%"
"HumanResources.Employee","290","BirthDate","BirthDate","1962-09-13","2","0.69%"
"HumanResources.Employee","290","BirthDate","BirthDate","1970-12-03","2","0.69%"
"HumanResources.Employee","290","BirthDate","BirthDate","1976-01-06","2","0.69%"
"HumanResources.Employee","290","BirthDate","BirthDate","1976-02-11","2","0.69%"
"HumanResources.Employee","290","BirthDate","BirthDate","1976-03-06","2","0.69%"
"HumanResources.Employee","290","BirthDate","BirthDate","1977-02-14","2","0.69%"
"HumanResources.Employee","290","BirthDate","BirthDate","1978-01-17","2","0.69%"
"HumanResources.Employee","290","BirthDate","BirthDate","1978-01-29","2","0.69%"
"HumanResources.Employee","290","BirthDate","BirthDate","1986-09-10","2","0.69%"
"HumanResources.Employee","290","BirthDate","BirthDate","1986-09-19","2","0.69%"
"HumanResources.Employee","290","CurrentFlag","CurrentFlag","1","290","100.00%"
"HumanResources.Employee","290","Gender","Gender","M","206","71.03%"
"HumanResources.Employee","290","Gender","Gender","F","84","28.97%"
"HumanResources.Employee","290","HireDate","HireDate","2011-05-31","9","3.10%"
"HumanResources.Employee","290","HireDate","HireDate","2008-12-07","5","1.72%"
"HumanResources.Employee","290","HireDate","HireDate","2009-02-08","5","1.72%"
"HumanResources.Employee","290","HireDate","HireDate","2009-02-26","5","1.72%"
"HumanResources.Employee","290","HireDate","HireDate","2008-12-12","4","1.38%"
"HumanResources.Employee","290","HireDate","HireDate","2009-01-04","4","1.38%"
"HumanResources.Employee","290","HireDate","HireDate","2009-01-12","4","1.38%"
"HumanResources.Employee","290","HireDate","HireDate","2009-01-22","4","1.38%"
"HumanResources.Employee","290","HireDate","HireDate","2008-12-02","3","1.03%"
"HumanResources.Employee","290","HireDate","HireDate","2008-12-04","3","1.03%"
"HumanResources.Employee","290","JobTitle","JobTitle","Production Technician - WC40","26","8.97%"
"HumanResources.Employee","290","JobTitle","JobTitle","Production Technician - WC50","26","8.97%"
"HumanResources.Employee","290","JobTitle","JobTitle","Production Technician - WC60","26","8.97%"
"HumanResources.Employee","290","JobTitle","JobTitle","Production Technician - WC30","25","8.62%"
"HumanResources.Employee","290","JobTitle","JobTitle","Production Technician - WC20","22","7.59%"
"HumanResources.Employee","290","JobTitle","JobTitle","Production Technician - WC10","17","5.86%"
"HumanResources.Employee","290","JobTitle","JobTitle","Production Technician - WC45","15","5.17%"
"HumanResources.Employee","290","JobTitle","JobTitle","Sales Representative","14","4.83%"
"HumanResources.Employee","290","JobTitle","JobTitle","Buyer","9","3.10%"
"HumanResources.Employee","290","JobTitle","JobTitle","Marketing Specialist","5","1.72%"
"HumanResources.Employee","290","LoginID","LoginID","adventure-works\anibal0","1","0.34%"
"HumanResources.Employee","290","LoginID","LoginID","adventure-works\angela0","1","0.34%"
"HumanResources.Employee","290","LoginID","LoginID","adventure-works\andy0","1","0.34%"
"HumanResources.Employee","290","LoginID","LoginID","adventure-works\andrew1","1","0.34%"
"HumanResources.Employee","290","LoginID","LoginID","adventure-works\andrew0","1","0.34%"
"HumanResources.Employee","290","LoginID","LoginID","adventure-works\andreas0","1","0.34%"
"HumanResources.Employee","290","LoginID","LoginID","adventure-works\amy0","1","0.34%"
"HumanResources.Employee","290","LoginID","LoginID","adventure-works\alice0","1","0.34%"
"HumanResources.Employee","290","LoginID","LoginID","adventure-works\alex0","1","0.34%"
"HumanResources.Employee","290","LoginID","LoginID","adventure-works\alejandro0","1","0.34%"
"HumanResources.Employee","290","MaritalStatus","MaritalStatus","M","146","50.34%"
"HumanResources.Employee","290","MaritalStatus","MaritalStatus","S","144","49.66%"
"HumanResources.Employee","290","ModifiedDate","ModifiedDate","Jun 30 2014 12:00AM","287","98.97%"
"HumanResources.Employee","290","ModifiedDate","ModifiedDate","Dec 26 2014  9:17AM","3","1.03%"
"HumanResources.EmployeeDepartmentHistory","296","BusinessEntityID","BusinessEntityID","250","3","1.01%"
"HumanResources.EmployeeDepartmentHistory","296","BusinessEntityID","BusinessEntityID","16","2","0.68%"
"HumanResources.EmployeeDepartmentHistory","296","BusinessEntityID","BusinessEntityID","224","2","0.68%"
"HumanResources.EmployeeDepartmentHistory","296","BusinessEntityID","BusinessEntityID","234","2","0.68%"
"HumanResources.EmployeeDepartmentHistory","296","BusinessEntityID","BusinessEntityID","4","2","0.68%"
"HumanResources.EmployeeDepartmentHistory","296","BusinessEntityID","BusinessEntityID","108","1","0.34%"
"HumanResources.EmployeeDepartmentHistory","296","BusinessEntityID","BusinessEntityID","107","1","0.34%"
"HumanResources.EmployeeDepartmentHistory","296","BusinessEntityID","BusinessEntityID","106","1","0.34%"
"HumanResources.EmployeeDepartmentHistory","296","BusinessEntityID","BusinessEntityID","105","1","0.34%"
"HumanResources.EmployeeDepartmentHistory","296","BusinessEntityID","BusinessEntityID","104","1","0.34%"
"HumanResources.EmployeeDepartmentHistory","296","DepartmentID","DepartmentID","7","180","60.81%"
"HumanResources.EmployeeDepartmentHistory","296","DepartmentID","DepartmentID","3","18","6.08%"
"HumanResources.EmployeeDepartmentHistory","296","DepartmentID","DepartmentID","5","13","4.39%"
"HumanResources.EmployeeDepartmentHistory","296","DepartmentID","DepartmentID","10","11","3.72%"
"HumanResources.EmployeeDepartmentHistory","296","DepartmentID","DepartmentID","4","10","3.38%"
"HumanResources.EmployeeDepartmentHistory","296","DepartmentID","DepartmentID","11","10","3.38%"
"HumanResources.EmployeeDepartmentHistory","296","DepartmentID","DepartmentID","1","7","2.36%"
"HumanResources.EmployeeDepartmentHistory","296","DepartmentID","DepartmentID","14","7","2.36%"
"HumanResources.EmployeeDepartmentHistory","296","DepartmentID","DepartmentID","13","7","2.36%"
"HumanResources.EmployeeDepartmentHistory","296","DepartmentID","DepartmentID","15","6","2.03%"
"HumanResources.EmployeeDepartmentHistory","296","EndDate","EndDate","**NULL**","290","97.97%"
"HumanResources.EmployeeDepartmentHistory","296","EndDate","EndDate","2013-11-13","1","0.34%"
"HumanResources.EmployeeDepartmentHistory","296","EndDate","EndDate","2012-07-14","1","0.34%"
"HumanResources.EmployeeDepartmentHistory","296","EndDate","EndDate","2011-08-31","1","0.34%"
"HumanResources.EmployeeDepartmentHistory","296","EndDate","EndDate","2011-07-30","1","0.34%"
"HumanResources.EmployeeDepartmentHistory","296","EndDate","EndDate","2010-05-30","1","0.34%"
"HumanResources.EmployeeDepartmentHistory","296","EndDate","EndDate","2009-07-14","1","0.34%"
"HumanResources.EmployeeDepartmentHistory","296","ModifiedDate","ModifiedDate","May 30 2011 12:00AM","9","3.04%"
"HumanResources.EmployeeDepartmentHistory","296","ModifiedDate","ModifiedDate","Dec  6 2008 12:00AM","5","1.69%"
"HumanResources.EmployeeDepartmentHistory","296","ModifiedDate","ModifiedDate","Feb  7 2009 12:00AM","5","1.69%"
"HumanResources.EmployeeDepartmentHistory","296","ModifiedDate","ModifiedDate","Feb 25 2009 12:00AM","5","1.69%"
"HumanResources.EmployeeDepartmentHistory","296","ModifiedDate","ModifiedDate","Dec 11 2008 12:00AM","4","1.35%"
"HumanResources.EmployeeDepartmentHistory","296","ModifiedDate","ModifiedDate","Jan  3 2009 12:00AM","4","1.35%"
"HumanResources.EmployeeDepartmentHistory","296","ModifiedDate","ModifiedDate","Jan 11 2009 12:00AM","4","1.35%"
"HumanResources.EmployeeDepartmentHistory","296","ModifiedDate","ModifiedDate","Jan 21 2009 12:00AM","4","1.35%"
"HumanResources.EmployeeDepartmentHistory","296","ModifiedDate","ModifiedDate","Dec  1 2008 12:00AM","3","1.01%"
"HumanResources.EmployeeDepartmentHistory","296","ModifiedDate","ModifiedDate","Dec  3 2008 12:00AM","3","1.01%"
"HumanResources.EmployeeDepartmentHistory","296","ShiftID","ShiftID","1","182","61.49%"
"HumanResources.EmployeeDepartmentHistory","296","ShiftID","ShiftID","2","62","20.95%"
"HumanResources.EmployeeDepartmentHistory","296","ShiftID","ShiftID","3","52","17.57%"
"HumanResources.EmployeeDepartmentHistory","296","StartDate","StartDate","2011-05-31","9","3.04%"
"HumanResources.EmployeeDepartmentHistory","296","StartDate","StartDate","2008-12-07","5","1.69%"
"HumanResources.EmployeeDepartmentHistory","296","StartDate","StartDate","2009-02-08","5","1.69%"
"HumanResources.EmployeeDepartmentHistory","296","StartDate","StartDate","2009-02-26","5","1.69%"
"HumanResources.EmployeeDepartmentHistory","296","StartDate","StartDate","2008-12-12","4","1.35%"
"HumanResources.EmployeeDepartmentHistory","296","StartDate","StartDate","2009-01-04","4","1.35%"
"HumanResources.EmployeeDepartmentHistory","296","StartDate","StartDate","2009-01-12","4","1.35%"
"HumanResources.EmployeeDepartmentHistory","296","StartDate","StartDate","2009-01-22","4","1.35%"
"HumanResources.EmployeeDepartmentHistory","296","StartDate","StartDate","2008-12-02","3","1.01%"
"HumanResources.EmployeeDepartmentHistory","296","StartDate","StartDate","2008-12-04","3","1.01%"
"HumanResources.EmployeePayHistory","316","BusinessEntityID","BusinessEntityID","16","3","0.95%"
"HumanResources.EmployeePayHistory","316","BusinessEntityID","BusinessEntityID","167","3","0.95%"
"HumanResources.EmployeePayHistory","316","BusinessEntityID","BusinessEntityID","170","3","0.95%"
"HumanResources.EmployeePayHistory","316","BusinessEntityID","BusinessEntityID","172","3","0.95%"
"HumanResources.EmployeePayHistory","316","BusinessEntityID","BusinessEntityID","174","3","0.95%"
"HumanResources.EmployeePayHistory","316","BusinessEntityID","BusinessEntityID","175","3","0.95%"
"HumanResources.EmployeePayHistory","316","BusinessEntityID","BusinessEntityID","176","3","0.95%"
"HumanResources.EmployeePayHistory","316","BusinessEntityID","BusinessEntityID","177","3","0.95%"
"HumanResources.EmployeePayHistory","316","BusinessEntityID","BusinessEntityID","178","3","0.95%"
"HumanResources.EmployeePayHistory","316","BusinessEntityID","BusinessEntityID","224","3","0.95%"
"HumanResources.EmployeePayHistory","316","ModifiedDate","ModifiedDate","Jun 30 2014 12:00AM","277","87.66%"
"HumanResources.EmployeePayHistory","316","ModifiedDate","ModifiedDate","Jun 30 2013 12:00AM","8","2.53%"
"HumanResources.EmployeePayHistory","316","ModifiedDate","ModifiedDate","Nov 17 2011 12:00AM","8","2.53%"
"HumanResources.EmployeePayHistory","316","ModifiedDate","ModifiedDate","Jan  2 2009 12:00AM","1","0.32%"
"HumanResources.EmployeePayHistory","316","ModifiedDate","ModifiedDate","Feb 17 2009 12:00AM","1","0.32%"
"HumanResources.EmployeePayHistory","316","ModifiedDate","ModifiedDate","Feb  7 2011 12:00AM","1","0.32%"
"HumanResources.EmployeePayHistory","316","ModifiedDate","ModifiedDate","Feb  7 2009 12:00AM","1","0.32%"
"HumanResources.EmployeePayHistory","316","ModifiedDate","ModifiedDate","Dec 25 2007 12:00AM","1","0.32%"
"HumanResources.EmployeePayHistory","316","ModifiedDate","ModifiedDate","Dec 18 2011 12:00AM","1","0.32%"
"HumanResources.EmployeePayHistory","316","ModifiedDate","ModifiedDate","Dec  7 2008 12:00AM","1","0.32%"
"HumanResources.EmployeePayHistory","316","PayFrequency","PayFrequency","1","180","56.96%"
"HumanResources.EmployeePayHistory","316","PayFrequency","PayFrequency","2","136","43.04%"
"HumanResources.EmployeePayHistory","316","RateChangeDate","RateChangeDate","May 31 2011 12:00AM","9","2.85%"
"HumanResources.EmployeePayHistory","316","RateChangeDate","RateChangeDate","Dec  1 2011 12:00AM","8","2.53%"
"HumanResources.EmployeePayHistory","316","RateChangeDate","RateChangeDate","Jul 14 2013 12:00AM","8","2.53%"
"HumanResources.EmployeePayHistory","316","RateChangeDate","RateChangeDate","Dec  7 2008 12:00AM","5","1.58%"
"HumanResources.EmployeePayHistory","316","RateChangeDate","RateChangeDate","Feb  8 2009 12:00AM","5","1.58%"
"HumanResources.EmployeePayHistory","316","RateChangeDate","RateChangeDate","Feb 26 2009 12:00AM","5","1.58%"
"HumanResources.EmployeePayHistory","316","RateChangeDate","RateChangeDate","Dec 12 2008 12:00AM","4","1.27%"
"HumanResources.EmployeePayHistory","316","RateChangeDate","RateChangeDate","Jan  4 2009 12:00AM","4","1.27%"
"HumanResources.EmployeePayHistory","316","RateChangeDate","RateChangeDate","Jan 12 2009 12:00AM","4","1.27%"
"HumanResources.EmployeePayHistory","316","RateChangeDate","RateChangeDate","Jan 22 2009 12:00AM","4","1.27%"
"HumanResources.EmployeePayHistory","316","Rate","Rate","9.50","27","8.54%"
"HumanResources.EmployeePayHistory","316","Rate","Rate","12.45","26","8.23%"
"HumanResources.EmployeePayHistory","316","Rate","Rate","11.00","26","8.23%"
"HumanResources.EmployeePayHistory","316","Rate","Rate","15.00","26","8.23%"
"HumanResources.EmployeePayHistory","316","Rate","Rate","25.00","23","7.28%"
"HumanResources.EmployeePayHistory","316","Rate","Rate","14.00","22","6.96%"
"HumanResources.EmployeePayHistory","316","Rate","Rate","13.45","17","5.38%"
"HumanResources.EmployeePayHistory","316","Rate","Rate","10.00","15","4.75%"
"HumanResources.EmployeePayHistory","316","Rate","Rate","23.08","14","4.43%"
"HumanResources.EmployeePayHistory","316","Rate","Rate","18.27","11","3.48%"
"HumanResources.JobCandidate","13","BusinessEntityID","BusinessEntityID","**NULL**","11","84.62%"
"HumanResources.JobCandidate","13","BusinessEntityID","BusinessEntityID","274","1","7.69%"
"HumanResources.JobCandidate","13","BusinessEntityID","BusinessEntityID","212","1","7.69%"
"HumanResources.JobCandidate","13","JobCandidateID","JobCandidateID","7","1","7.69%"
"HumanResources.JobCandidate","13","JobCandidateID","JobCandidateID","6","1","7.69%"
"HumanResources.JobCandidate","13","JobCandidateID","JobCandidateID","5","1","7.69%"
"HumanResources.JobCandidate","13","JobCandidateID","JobCandidateID","4","1","7.69%"
"HumanResources.JobCandidate","13","JobCandidateID","JobCandidateID","3","1","7.69%"
"HumanResources.JobCandidate","13","JobCandidateID","JobCandidateID","2","1","7.69%"
"HumanResources.JobCandidate","13","JobCandidateID","JobCandidateID","13","1","7.69%"
"HumanResources.JobCandidate","13","JobCandidateID","JobCandidateID","12","1","7.69%"
"HumanResources.JobCandidate","13","JobCandidateID","JobCandidateID","11","1","7.69%"
"HumanResources.JobCandidate","13","JobCandidateID","JobCandidateID","10","1","7.69%"
"HumanResources.JobCandidate","13","ModifiedDate","ModifiedDate","Jun 23 2007 12:00AM","11","84.62%"
"HumanResources.JobCandidate","13","ModifiedDate","ModifiedDate","Dec 22 2013  6:32PM","2","15.38%"
"HumanResources.Shift","3","EndTime","EndTime","23:00:00.0000000","1","33.33%"
"HumanResources.Shift","3","EndTime","EndTime","15:00:00.0000000","1","33.33%"
"HumanResources.Shift","3","EndTime","EndTime","07:00:00.0000000","1","33.33%"
"HumanResources.Shift","3","ModifiedDate","ModifiedDate","Apr 30 2008 12:00AM","3","100.00%"
"HumanResources.Shift","3","Name","Name","Night","1","33.33%"
"HumanResources.Shift","3","Name","Name","Evening","1","33.33%"
"HumanResources.Shift","3","Name","Name","Day","1","33.33%"
"HumanResources.Shift","3","ShiftID","ShiftID","3","1","33.33%"
"HumanResources.Shift","3","ShiftID","ShiftID","2","1","33.33%"
"HumanResources.Shift","3","ShiftID","ShiftID","1","1","33.33%"
"HumanResources.Shift","3","StartTime","StartTime","23:00:00.0000000","1","33.33%"
"HumanResources.Shift","3","StartTime","StartTime","15:00:00.0000000","1","33.33%"
"HumanResources.Shift","3","StartTime","StartTime","07:00:00.0000000","1","33.33%"
"Person.Address","19,614","AddressID","AddressID","1007","1","0.01%"
"Person.Address","19,614","AddressID","AddressID","1006","1","0.01%"
"Person.Address","19,614","AddressID","AddressID","1005","1","0.01%"
"Person.Address","19,614","AddressID","AddressID","1004","1","0.01%"
"Person.Address","19,614","AddressID","AddressID","1003","1","0.01%"
"Person.Address","19,614","AddressID","AddressID","1002","1","0.01%"
"Person.Address","19,614","AddressID","AddressID","1001","1","0.01%"
"Person.Address","19,614","AddressID","AddressID","1000","1","0.01%"
"Person.Address","19,614","AddressID","AddressID","100","1","0.01%"
"Person.Address","19,614","AddressID","AddressID","10","1","0.01%"
"Person.Address","19,614","AddressLine1","AddressLine1","Attaché de Presse","17","0.09%"
"Person.Address","19,614","AddressLine1","AddressLine1","Midi-Couleurs","15","0.08%"
"Person.Address","19,614","AddressLine1","AddressLine1","88, avenue de l´ Union Centrale","13","0.07%"
"Person.Address","19,614","AddressLine1","AddressLine1","6, route de Marseille","12","0.06%"
"Person.Address","19,614","AddressLine1","AddressLine1","Helsenbergbogen 6","10","0.05%"
"Person.Address","19,614","AddressLine1","AddressLine1","Im Himmelsweg 89","10","0.05%"
"Person.Address","19,614","AddressLine1","AddressLine1","11, quai de l´ Iton","9","0.05%"
"Person.Address","19,614","AddressLine1","AddressLine1","Postfach 22 99 99","9","0.05%"
"Person.Address","19,614","AddressLine1","AddressLine1","Werftstr 54","9","0.05%"
"Person.Address","19,614","AddressLine1","AddressLine1","2, route de Marseille","8","0.04%"
"Person.Address","19,614","AddressLine2","AddressLine2","**NULL**","19,252","98.15%"
"Person.Address","19,614","AddressLine2","AddressLine2","Verkaufsabteilung","35","0.18%"
"Person.Address","19,614","AddressLine2","AddressLine2","Einkaufsabteilung","16","0.08%"
"Person.Address","19,614","AddressLine2","AddressLine2","# 1","9","0.05%"
"Person.Address","19,614","AddressLine2","AddressLine2","Kreditorenbuchhaltung","8","0.04%"
"Person.Address","19,614","AddressLine2","AddressLine2","# 2","8","0.04%"
"Person.Address","19,614","AddressLine2","AddressLine2","Unit A","7","0.04%"
"Person.Address","19,614","AddressLine2","AddressLine2","#9","7","0.04%"
"Person.Address","19,614","AddressLine2","AddressLine2","Unit C","6","0.03%"
"Person.Address","19,614","AddressLine2","AddressLine2","#3","6","0.03%"
"Person.Address","19,614","City","City","London","434","2.21%"
"Person.Address","19,614","City","City","Paris","398","2.03%"
"Person.Address","19,614","City","City","Burien","215","1.10%"
"Person.Address","19,614","City","City","Concord","214","1.09%"
"Person.Address","19,614","City","City","Beaverton","213","1.09%"
"Person.Address","19,614","City","City","Bellingham","213","1.09%"
"Person.Address","19,614","City","City","Chula Vista","207","1.06%"
"Person.Address","19,614","City","City","Berkeley","202","1.03%"
"Person.Address","19,614","City","City","Burlingame","201","1.02%"
"Person.Address","19,614","City","City","Burbank","196","1.00%"
"Person.Address","19,614","ModifiedDate","ModifiedDate","Dec 21 2013 10:09AM","1,851","9.44%"
"Person.Address","19,614","ModifiedDate","ModifiedDate","Jul 31 2013 12:00AM","119","0.61%"
"Person.Address","19,614","ModifiedDate","ModifiedDate","Jun 30 2013 12:00AM","107","0.55%"
"Person.Address","19,614","ModifiedDate","ModifiedDate","Jun 30 2012 12:00AM","88","0.45%"
"Person.Address","19,614","ModifiedDate","ModifiedDate","Jul  1 2011 12:00AM","87","0.44%"
"Person.Address","19,614","ModifiedDate","ModifiedDate","Aug  1 2011 12:00AM","73","0.37%"
"Person.Address","19,614","ModifiedDate","ModifiedDate","Jul 31 2012 12:00AM","71","0.36%"
"Person.Address","19,614","ModifiedDate","ModifiedDate","May 30 2012 12:00AM","56","0.29%"
"Person.Address","19,614","ModifiedDate","ModifiedDate","May 14 2014 12:00AM","51","0.26%"
"Person.Address","19,614","ModifiedDate","ModifiedDate","May 31 2011 12:00AM","49","0.25%"
"Person.Address","19,614","PostalCode","PostalCode","98168","215","1.10%"
"Person.Address","19,614","PostalCode","PostalCode","94519","214","1.09%"
"Person.Address","19,614","PostalCode","PostalCode","97005","213","1.09%"
"Person.Address","19,614","PostalCode","PostalCode","98225","213","1.09%"
"Person.Address","19,614","PostalCode","PostalCode","91910","207","1.06%"
"Person.Address","19,614","PostalCode","PostalCode","91950","203","1.03%"
"Person.Address","19,614","PostalCode","PostalCode","94704","202","1.03%"
"Person.Address","19,614","PostalCode","PostalCode","94010","201","1.02%"
"Person.Address","19,614","PostalCode","PostalCode","V9","201","1.02%"
"Person.Address","19,614","PostalCode","PostalCode","V7L 4J4","196","1.00%"
"Person.Address","19,614","StateProvinceID","StateProvinceID","9","4,564","23.27%"
"Person.Address","19,614","StateProvinceID","StateProvinceID","79","2,636","13.44%"
"Person.Address","19,614","StateProvinceID","StateProvinceID","14","1,954","9.96%"
"Person.Address","19,614","StateProvinceID","StateProvinceID","50","1,588","8.10%"
"Person.Address","19,614","StateProvinceID","StateProvinceID","7","1,579","8.05%"
"Person.Address","19,614","StateProvinceID","StateProvinceID","58","1,105","5.63%"
"Person.Address","19,614","StateProvinceID","StateProvinceID","77","901","4.59%"
"Person.Address","19,614","StateProvinceID","StateProvinceID","64","795","4.05%"
"Person.Address","19,614","StateProvinceID","StateProvinceID","70","453","2.31%"
"Person.Address","19,614","StateProvinceID","StateProvinceID","53","412","2.10%"
"Person.Address","19,614","rowguid","rowguid","002616E8-9075-44AF-A4EB-61CBC0152657","1","0.01%"
