"TABLE","TABLE_ROWS","COMBI_FIELD_NAME","FIELD_NAME","FIELD_VALUE","COMBI_ROW_COUNT","COMBI_RATIO_PERCENT"
"classicmodels.customers","122","customerNumber","customerNumber","347","1","0.82%"
"classicmodels.customers","122","customerNumber","customerNumber","398","1","0.82%"
"classicmodels.customers","122","customerNumber","customerNumber","465","1","0.82%"
"classicmodels.customers","122","customerNumber","customerNumber","129","1","0.82%"
"classicmodels.customers","122","customerNumber","customerNumber","173","1","0.82%"
"classicmodels.customers","122","customerNumber","customerNumber","219","1","0.82%"
"classicmodels.customers","122","customerName","customerName","Euro+ Shopping Channel","1","0.82%"
"classicmodels.customers","122","customerName","customerName","Heintze Collectables","1","0.82%"
"classicmodels.customers","122","customerName","customerName","Cramer Spezialitäten, Ltd","1","0.82%"
"classicmodels.customers","122","customerName","customerName","Corrida Auto Replicas, Ltd","1","0.82%"
"classicmodels.customers","122","customerName","customerName","AV Stores, Co.","1","0.82%"
"classicmodels.customers","122","customerName","customerName","Norway Gifts By Mail, Co.","1","0.82%"
"classicmodels.customers","122","customerName","customerName","Tokyo Collectables, Ltd","1","0.82%"
"classicmodels.customers","122","customerName","customerName","Diecast Classics Inc.","1","0.82%"
"classicmodels.customers","122","customerName","customerName","Messner Shopping Network","1","0.82%"
"classicmodels.customers","122","customerName","customerName","Reims Collectables","1","0.82%"
"classicmodels.customers","122","contactLastName","contactLastName","Young","4","3.28%"
"classicmodels.customers","122","contactLastName","contactLastName","Frick","3","2.46%"
"classicmodels.customers","122","contactLastName","contactLastName","Brown","3","2.46%"
"classicmodels.customers","122","contactLastName","contactLastName","Murphy","2","1.64%"
"classicmodels.customers","122","contactLastName","contactLastName","King","2","1.64%"
"classicmodels.customers","122","contactLastName","contactLastName","Franco","2","1.64%"
"classicmodels.customers","122","contactLastName","contactLastName","Nelson","2","1.64%"
"classicmodels.customers","122","contactLastName","contactLastName","Taylor","2","1.64%"
"classicmodels.customers","122","contactLastName","contactLastName","Hernandez","2","1.64%"
"classicmodels.customers","122","contactLastName","contactLastName","Thompson","2","1.64%"
"classicmodels.customers","122","contactFirstName","contactFirstName","Julie","4","3.28%"
"classicmodels.customers","122","contactFirstName","contactFirstName","Valarie","2","1.64%"
"classicmodels.customers","122","contactFirstName","contactFirstName","Peter","2","1.64%"
"classicmodels.customers","122","contactFirstName","contactFirstName","Steve","2","1.64%"
"classicmodels.customers","122","contactFirstName","contactFirstName","Sue","2","1.64%"
"classicmodels.customers","122","contactFirstName","contactFirstName","Daniel","2","1.64%"
"classicmodels.customers","122","contactFirstName","contactFirstName","Jean","2","1.64%"
"classicmodels.customers","122","contactFirstName","contactFirstName","Roland","2","1.64%"
"classicmodels.customers","122","contactFirstName","contactFirstName","Michael","2","1.64%"
"classicmodels.customers","122","contactFirstName","contactFirstName","Mary","2","1.64%"
"classicmodels.customers","122","city","city","NYC","5","4.10%"
"classicmodels.customers","122","city","city","Madrid","5","4.10%"
"classicmodels.customers","122","city","city","Brickhaven","3","2.46%"
"classicmodels.customers","122","city","city","Paris","3","2.46%"
"classicmodels.customers","122","city","city","Auckland","3","2.46%"
"classicmodels.customers","122","city","city","Singapore","3","2.46%"
"classicmodels.customers","122","city","city","Glendale","2","1.64%"
"classicmodels.customers","122","city","city","Cambridge","2","1.64%"
"classicmodels.customers","122","city","city","London","2","1.64%"
"classicmodels.customers","122","city","city","San Francisco","2","1.64%"
"classicmodels.customers","122","country","country","USA","36","29.51%"
"classicmodels.customers","122","country","country","Germany","13","10.66%"
"classicmodels.customers","122","country","country","France","12","9.84%"
"classicmodels.customers","122","country","country","Spain","7","5.74%"
"classicmodels.customers","122","country","country","Australia","5","4.10%"
"classicmodels.customers","122","country","country","UK","5","4.10%"
"classicmodels.customers","122","country","country","New Zealand","4","3.28%"
"classicmodels.customers","122","country","country","Italy","4","3.28%"
"classicmodels.customers","122","country","country","Norway","3","2.46%"
"classicmodels.customers","122","country","country","Singapore","3","2.46%"
"classicmodels.customers","122","creditLimit","creditLimit","0.00","24","19.67%"
"classicmodels.customers","122","creditLimit","creditLimit","60300.00","3","2.46%"
"classicmodels.customers","122","creditLimit","creditLimit","77000.00","2","1.64%"
"classicmodels.customers","122","creditLimit","creditLimit","105000.00","2","1.64%"
"classicmodels.customers","122","creditLimit","creditLimit","81100.00","2","1.64%"
"classicmodels.customers","122","creditLimit","creditLimit","84300.00","2","1.64%"
"classicmodels.customers","122","creditLimit","creditLimit","83400.00","1","0.82%"
"classicmodels.customers","122","creditLimit","creditLimit","77900.00","1","0.82%"
"classicmodels.customers","122","creditLimit","creditLimit","86800.00","1","0.82%"
"classicmodels.customers","122","creditLimit","creditLimit","118200.00","1","0.82%"
"classicmodels.employees","23","employeeNumber","employeeNumber","1401","1","4.35%"
"classicmodels.employees","23","employeeNumber","employeeNumber","1216","1","4.35%"
"classicmodels.employees","23","employeeNumber","employeeNumber","1102","1","4.35%"
"classicmodels.employees","23","employeeNumber","employeeNumber","1621","1","4.35%"
"classicmodels.employees","23","employeeNumber","employeeNumber","1501","1","4.35%"
"classicmodels.employees","23","employeeNumber","employeeNumber","1286","1","4.35%"
"classicmodels.employees","23","employeeNumber","employeeNumber","1143","1","4.35%"
"classicmodels.employees","23","employeeNumber","employeeNumber","1625","1","4.35%"
"classicmodels.employees","23","employeeNumber","employeeNumber","1002","1","4.35%"
"classicmodels.employees","23","employeeNumber","employeeNumber","1504","1","4.35%"
"classicmodels.employees","23","extension","extension","x102","3","13.04%"
"classicmodels.employees","23","extension","extension","x101","2","8.70%"
"classicmodels.employees","23","extension","extension","x6493","1","4.35%"
"classicmodels.employees","23","extension","extension","x4871","1","4.35%"
"classicmodels.employees","23","extension","extension","x2173","1","4.35%"
"classicmodels.employees","23","extension","extension","x2028","1","4.35%"
"classicmodels.employees","23","extension","extension","x5408","1","4.35%"
"classicmodels.employees","23","extension","extension","x103","1","4.35%"
"classicmodels.employees","23","extension","extension","x4334","1","4.35%"
"classicmodels.employees","23","extension","extension","x5800","1","4.35%"
"classicmodels.employees","23","email","email","jfirrelli@classicmodelcars.com","2","8.70%"
"classicmodels.employees","23","email","email","gbondur@classicmodelcars.com","1","4.35%"
"classicmodels.employees","23","email","email","ghernande@classicmodelcars.com","1","4.35%"
"classicmodels.employees","23","email","email","ykato@classicmodelcars.com","1","4.35%"
"classicmodels.employees","23","email","email","mpatterso@classicmodelcars.com","1","4.35%"
"classicmodels.employees","23","email","email","ftseng@classicmodelcars.com","1","4.35%"
"classicmodels.employees","23","email","email","pmarsh@classicmodelcars.com","1","4.35%"
"classicmodels.employees","23","email","email","ljennings@classicmodelcars.com","1","4.35%"
"classicmodels.employees","23","email","email","lbott@classicmodelcars.com","1","4.35%"
"classicmodels.employees","23","email","email","wpatterson@classicmodelcars.com","1","4.35%"
"classicmodels.employees","23","firstName","firstName","Leslie","2","8.70%"
"classicmodels.employees","23","firstName","firstName","Gerard","2","8.70%"
"classicmodels.employees","23","firstName","firstName","George","1","4.35%"
"classicmodels.employees","23","firstName","firstName","Peter","1","4.35%"
"classicmodels.employees","23","firstName","firstName","William","1","4.35%"
"classicmodels.employees","23","firstName","firstName","Foon Yue","1","4.35%"
"classicmodels.employees","23","firstName","firstName","Andy","1","4.35%"
"classicmodels.employees","23","firstName","firstName","Jeff","1","4.35%"
"classicmodels.employees","23","firstName","firstName","Steve","1","4.35%"
"classicmodels.employees","23","firstName","firstName","Barry","1","4.35%"
"classicmodels.employees","23","jobTitle","jobTitle","Sales Rep","17","73.91%"
"classicmodels.employees","23","jobTitle","jobTitle","VP Marketing","1","4.35%"
"classicmodels.employees","23","jobTitle","jobTitle","VP Sales","1","4.35%"
"classicmodels.employees","23","jobTitle","jobTitle","President","1","4.35%"
"classicmodels.employees","23","jobTitle","jobTitle","Sales Manager (NA)","1","4.35%"
"classicmodels.employees","23","jobTitle","jobTitle","Sale Manager (EMEA)","1","4.35%"
"classicmodels.employees","23","jobTitle","jobTitle","Sales Manager (APAC)","1","4.35%"
"classicmodels.employees","23","lastName","lastName","Patterson","3","13.04%"
"classicmodels.employees","23","lastName","lastName","Bondur","2","8.70%"
"classicmodels.employees","23","lastName","lastName","Firrelli","2","8.70%"
"classicmodels.employees","23","lastName","lastName","Castillo","1","4.35%"
"classicmodels.employees","23","lastName","lastName","Nishi","1","4.35%"
"classicmodels.employees","23","lastName","lastName","Hernandez","1","4.35%"
"classicmodels.employees","23","lastName","lastName","King","1","4.35%"
"classicmodels.employees","23","lastName","lastName","Vanauf","1","4.35%"
"classicmodels.employees","23","lastName","lastName","Marsh","1","4.35%"
"classicmodels.employees","23","lastName","lastName","Tseng","1","4.35%"
"classicmodels.employees","23","officeCode","officeCode","1","6","26.09%"
"classicmodels.employees","23","officeCode","officeCode","4","5","21.74%"
"classicmodels.employees","23","officeCode","officeCode","6","4","17.39%"
"classicmodels.employees","23","officeCode","officeCode","5","2","8.70%"
"classicmodels.employees","23","officeCode","officeCode","2","2","8.70%"
"classicmodels.employees","23","officeCode","officeCode","7","2","8.70%"
"classicmodels.employees","23","officeCode","officeCode","3","2","8.70%"
"classicmodels.employees","23","reportsTo","reportsTo","1102","6","26.09%"
"classicmodels.employees","23","reportsTo","reportsTo","1143","6","26.09%"
"classicmodels.employees","23","reportsTo","reportsTo","1056","4","17.39%"
"classicmodels.employees","23","reportsTo","reportsTo","1088","3","13.04%"
"classicmodels.employees","23","reportsTo","reportsTo","1002","2","8.70%"
"classicmodels.employees","23","reportsTo","reportsTo","**NULL**","1","4.35%"
"classicmodels.employees","23","reportsTo","reportsTo","1621","1","4.35%"
"classicmodels.offices","7","addressLine1","addressLine1","523 East 53rd Street","1","14.29%"
"classicmodels.offices","7","addressLine1","addressLine1","1550 Court Place","1","14.29%"
"classicmodels.offices","7","addressLine1","addressLine1","100 Market Street","1","14.29%"
"classicmodels.offices","7","addressLine1","addressLine1","25 Old Broad Street","1","14.29%"
"classicmodels.offices","7","addressLine1","addressLine1","5-11 Wentworth Avenue","1","14.29%"
"classicmodels.offices","7","addressLine1","addressLine1","4-1 Kioicho","1","14.29%"
"classicmodels.offices","7","addressLine1","addressLine1","43 Rue Jouffroy D'abbans","1","14.29%"
"classicmodels.offices","7","addressLine2","addressLine2","**NULL**","2","28.57%"
"classicmodels.offices","7","addressLine2","addressLine2","apt. 5A","1","14.29%"
"classicmodels.offices","7","addressLine2","addressLine2","Suite 102","1","14.29%"
"classicmodels.offices","7","addressLine2","addressLine2","Suite 300","1","14.29%"
"classicmodels.offices","7","addressLine2","addressLine2","Level 7","1","14.29%"
"classicmodels.offices","7","addressLine2","addressLine2","Floor #2","1","14.29%"
"classicmodels.offices","7","city","city","NYC","1","14.29%"
"classicmodels.offices","7","city","city","Boston","1","14.29%"
"classicmodels.offices","7","city","city","San Francisco","1","14.29%"
"classicmodels.offices","7","city","city","London","1","14.29%"
"classicmodels.offices","7","city","city","Sydney","1","14.29%"
"classicmodels.offices","7","city","city","Tokyo","1","14.29%"
"classicmodels.offices","7","city","city","Paris","1","14.29%"
"classicmodels.offices","7","country","country","USA","3","42.86%"
"classicmodels.offices","7","country","country","Australia","1","14.29%"
"classicmodels.offices","7","country","country","Japan","1","14.29%"
"classicmodels.offices","7","country","country","France","1","14.29%"
"classicmodels.offices","7","country","country","UK","1","14.29%"
"classicmodels.offices","7","officeCode","officeCode","4","1","14.29%"
"classicmodels.offices","7","officeCode","officeCode","5","1","14.29%"
"classicmodels.offices","7","officeCode","officeCode","1","1","14.29%"
"classicmodels.offices","7","officeCode","officeCode","6","1","14.29%"
"classicmodels.offices","7","officeCode","officeCode","2","1","14.29%"
"classicmodels.offices","7","officeCode","officeCode","7","1","14.29%"
"classicmodels.offices","7","officeCode","officeCode","3","1","14.29%"
"classicmodels.offices","7","phone","phone","+1 212 555 3000","1","14.29%"
"classicmodels.offices","7","phone","phone","+1 215 837 0825","1","14.29%"
"classicmodels.offices","7","phone","phone","+1 650 219 4782","1","14.29%"
"classicmodels.offices","7","phone","phone","+44 20 7877 2041","1","14.29%"
"classicmodels.offices","7","phone","phone","+61 2 9264 2451","1","14.29%"
"classicmodels.offices","7","phone","phone","+81 33 224 5000","1","14.29%"
"classicmodels.offices","7","phone","phone","+33 14 723 4404","1","14.29%"
"classicmodels.offices","7","postalCode","postalCode","10022","1","14.29%"
"classicmodels.offices","7","postalCode","postalCode","EC2N 1HN","1","14.29%"
"classicmodels.offices","7","postalCode","postalCode","75017","1","14.29%"
"classicmodels.offices","7","postalCode","postalCode","94080","1","14.29%"
"classicmodels.offices","7","postalCode","postalCode","102-8578","1","14.29%"
"classicmodels.offices","7","postalCode","postalCode","02107","1","14.29%"
"classicmodels.offices","7","postalCode","postalCode","NSW 2010","1","14.29%"
"classicmodels.offices","7","state","state","**NULL**","3","42.86%"
"classicmodels.offices","7","state","state","NY","1","14.29%"
"classicmodels.offices","7","state","state","MA","1","14.29%"
"classicmodels.offices","7","state","state","CA","1","14.29%"
"classicmodels.offices","7","state","state","Chiyoda-Ku","1","14.29%"
"classicmodels.offices","7","territory","territory","NA","3","42.86%"
"classicmodels.offices","7","territory","territory","EMEA","2","28.57%"
"classicmodels.offices","7","territory","territory","Japan","1","14.29%"
"classicmodels.offices","7","territory","territory","APAC","1","14.29%"
"classicmodels.orderdetails","2,996","orderNumber","orderNumber","10386","18","0.60%"
"classicmodels.orderdetails","2,996","orderNumber","orderNumber","10168","18","0.60%"
"classicmodels.orderdetails","2,996","orderNumber","orderNumber","10360","18","0.60%"
"classicmodels.orderdetails","2,996","orderNumber","orderNumber","10275","18","0.60%"
"classicmodels.orderdetails","2,996","orderNumber","orderNumber","10222","18","0.60%"
"classicmodels.orderdetails","2,996","orderNumber","orderNumber","10398","18","0.60%"
"classicmodels.orderdetails","2,996","orderNumber","orderNumber","10159","18","0.60%"
"classicmodels.orderdetails","2,996","orderNumber","orderNumber","10106","18","0.60%"
"classicmodels.orderdetails","2,996","orderNumber","orderNumber","10165","18","0.60%"
"classicmodels.orderdetails","2,996","orderNumber","orderNumber","10316","18","0.60%"
"classicmodels.orderdetails","2,996","orderLineNumber","orderLineNumber","1","326","10.88%"
"classicmodels.orderdetails","2,996","orderLineNumber","orderLineNumber","2","309","10.31%"
"classicmodels.orderdetails","2,996","orderLineNumber","orderLineNumber","3","287","9.58%"
"classicmodels.orderdetails","2,996","orderLineNumber","orderLineNumber","4","273","9.11%"
"classicmodels.orderdetails","2,996","orderLineNumber","orderLineNumber","5","256","8.54%"
"classicmodels.orderdetails","2,996","orderLineNumber","orderLineNumber","6","238","7.94%"
"classicmodels.orderdetails","2,996","orderLineNumber","orderLineNumber","7","212","7.08%"
"classicmodels.orderdetails","2,996","orderLineNumber","orderLineNumber","8","201","6.71%"
"classicmodels.orderdetails","2,996","orderLineNumber","orderLineNumber","9","177","5.91%"
"classicmodels.orderdetails","2,996","orderLineNumber","orderLineNumber","10","149","4.97%"
"classicmodels.orderdetails","2,996","productCode","productCode","S18_3232","53","1.77%"
"classicmodels.orderdetails","2,996","productCode","productCode","S18_2581","28","0.93%"
"classicmodels.orderdetails","2,996","productCode","productCode","S24_2022","28","0.93%"
"classicmodels.orderdetails","2,996","productCode","productCode","S24_1444","28","0.93%"
"classicmodels.orderdetails","2,996","productCode","productCode","S18_1097","28","0.93%"
"classicmodels.orderdetails","2,996","productCode","productCode","S24_4258","28","0.93%"
"classicmodels.orderdetails","2,996","productCode","productCode","S12_2823","28","0.93%"
"classicmodels.orderdetails","2,996","productCode","productCode","S24_3420","28","0.93%"
"classicmodels.orderdetails","2,996","productCode","productCode","S10_2016","28","0.93%"
"classicmodels.orderdetails","2,996","productCode","productCode","S18_2949","28","0.93%"
"classicmodels.orderdetails","2,996","priceEach","priceEach","98.48","8","0.27%"
"classicmodels.orderdetails","2,996","priceEach","priceEach","117.48","8","0.27%"
"classicmodels.orderdetails","2,996","priceEach","priceEach","153.00","6","0.20%"
"classicmodels.orderdetails","2,996","priceEach","priceEach","62.00","6","0.20%"
"classicmodels.orderdetails","2,996","priceEach","priceEach","89.38","6","0.20%"
"classicmodels.orderdetails","2,996","priceEach","priceEach","56.55","6","0.20%"
"classicmodels.orderdetails","2,996","priceEach","priceEach","61.70","6","0.20%"
"classicmodels.orderdetails","2,996","priceEach","priceEach","104.81","6","0.20%"
"classicmodels.orderdetails","2,996","priceEach","priceEach","43.27","6","0.20%"
"classicmodels.orderdetails","2,996","priceEach","priceEach","67.03","6","0.20%"
"classicmodels.orderdetails","2,996","quantityOrdered","quantityOrdered","34","121","4.04%"
"classicmodels.orderdetails","2,996","quantityOrdered","quantityOrdered","31","108","3.60%"
"classicmodels.orderdetails","2,996","quantityOrdered","quantityOrdered","21","108","3.60%"
"classicmodels.orderdetails","2,996","quantityOrdered","quantityOrdered","33","104","3.47%"
"classicmodels.orderdetails","2,996","quantityOrdered","quantityOrdered","27","104","3.47%"
"classicmodels.orderdetails","2,996","quantityOrdered","quantityOrdered","46","104","3.47%"
"classicmodels.orderdetails","2,996","quantityOrdered","quantityOrdered","41","100","3.34%"
"classicmodels.orderdetails","2,996","quantityOrdered","quantityOrdered","45","100","3.34%"
"classicmodels.orderdetails","2,996","quantityOrdered","quantityOrdered","29","100","3.34%"
"classicmodels.orderdetails","2,996","quantityOrdered","quantityOrdered","48","99","3.30%"
"classicmodels.orders","326","comments","comments","**NULL**","246","75.46%"
"classicmodels.orders","326","comments","comments","They want to reevaluate their terms agreement with Finance.","7","2.15%"
"classicmodels.orders","326","comments","comments","Customer requested that DHL is used for this shipping","6","1.84%"
"classicmodels.orders","326","comments","comments","Customer requested that FedEx Ground is used for this shipping","4","1.23%"
"classicmodels.orders","326","comments","comments","Check on availability.","3","0.92%"
"classicmodels.orders","326","comments","comments","Difficult to negotiate with customer. We need more marketing materials","3","0.92%"
"classicmodels.orders","326","comments","comments","Customer requested that ad materials (such as posters, pamphlets) be included in the shippment","3","0.92%"
"classicmodels.orders","326","comments","comments","Customer has worked with some of our vendors in the past and is aware of their MSRP","3","0.92%"
"classicmodels.orders","326","comments","comments","Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch","3","0.92%"
"classicmodels.orders","326","comments","comments","Customer requested special shippment. The instructions were passed along to the warehouse","3","0.92%"
"classicmodels.orders","326","customerNumber","customerNumber","141","26","7.98%"
"classicmodels.orders","326","customerNumber","customerNumber","124","17","5.21%"
"classicmodels.orders","326","customerNumber","customerNumber","148","5","1.53%"
"classicmodels.orders","326","customerNumber","customerNumber","353","5","1.53%"
"classicmodels.orders","326","customerNumber","customerNumber","323","5","1.53%"
"classicmodels.orders","326","customerNumber","customerNumber","145","5","1.53%"
"classicmodels.orders","326","customerNumber","customerNumber","114","5","1.53%"
"classicmodels.orders","326","customerNumber","customerNumber","131","4","1.23%"
"classicmodels.orders","326","customerNumber","customerNumber","381","4","1.23%"
"classicmodels.orders","326","customerNumber","customerNumber","119","4","1.23%"
"classicmodels.orders","326","orderNumber","orderNumber","10113","1","0.31%"
"classicmodels.orders","326","orderNumber","orderNumber","10129","1","0.31%"
"classicmodels.orders","326","orderNumber","orderNumber","10145","1","0.31%"
"classicmodels.orders","326","orderNumber","orderNumber","10161","1","0.31%"
"classicmodels.orders","326","orderNumber","orderNumber","10177","1","0.31%"
"classicmodels.orders","326","orderNumber","orderNumber","10193","1","0.31%"
"classicmodels.orders","326","orderNumber","orderNumber","10209","1","0.31%"
"classicmodels.orders","326","orderNumber","orderNumber","10225","1","0.31%"
"classicmodels.orders","326","orderNumber","orderNumber","10241","1","0.31%"
"classicmodels.orders","326","orderNumber","orderNumber","10257","1","0.31%"
"classicmodels.orders","326","orderDate","orderDate","2004-11-24","4","1.23%"
"classicmodels.orders","326","orderDate","orderDate","2003-11-06","3","0.92%"
"classicmodels.orders","326","orderDate","orderDate","2003-12-02","3","0.92%"
"classicmodels.orders","326","orderDate","orderDate","2003-11-14","3","0.92%"
"classicmodels.orders","326","orderDate","orderDate","2004-11-05","3","0.92%"
"classicmodels.orders","326","orderDate","orderDate","2003-11-05","3","0.92%"
"classicmodels.orders","326","orderDate","orderDate","2003-12-01","3","0.92%"
"classicmodels.orders","326","orderDate","orderDate","2003-06-16","2","0.61%"
"classicmodels.orders","326","orderDate","orderDate","2003-10-21","2","0.61%"
"classicmodels.orders","326","orderDate","orderDate","2003-11-20","2","0.61%"
"classicmodels.orders","326","requiredDate","requiredDate","2004-12-01","5","1.53%"
"classicmodels.orders","326","requiredDate","requiredDate","2004-11-12","4","1.23%"
"classicmodels.orders","326","requiredDate","requiredDate","2005-03-09","4","1.23%"
"classicmodels.orders","326","requiredDate","requiredDate","2003-12-09","3","0.92%"
"classicmodels.orders","326","requiredDate","requiredDate","2003-11-14","3","0.92%"
"classicmodels.orders","326","requiredDate","requiredDate","2004-09-17","3","0.92%"
"classicmodels.orders","326","requiredDate","requiredDate","2004-10-24","3","0.92%"
"classicmodels.orders","326","requiredDate","requiredDate","2005-02-18","3","0.92%"
"classicmodels.orders","326","requiredDate","requiredDate","2003-10-30","3","0.92%"
"classicmodels.orders","326","requiredDate","requiredDate","2003-11-15","3","0.92%"
"classicmodels.orders","326","shippedDate","shippedDate","**NULL**","14","4.29%"
"classicmodels.orders","326","shippedDate","shippedDate","2004-11-07","4","1.23%"
"classicmodels.orders","326","shippedDate","shippedDate","2004-09-14","4","1.23%"
"classicmodels.orders","326","shippedDate","shippedDate","2003-11-24","3","0.92%"
"classicmodels.orders","326","shippedDate","shippedDate","2004-11-30","3","0.92%"
"classicmodels.orders","326","shippedDate","shippedDate","2005-02-18","3","0.92%"
"classicmodels.orders","326","shippedDate","shippedDate","2003-12-06","3","0.92%"
"classicmodels.orders","326","shippedDate","shippedDate","2004-11-29","3","0.92%"
"classicmodels.orders","326","shippedDate","shippedDate","2004-10-20","3","0.92%"
"classicmodels.orders","326","shippedDate","shippedDate","2004-11-08","3","0.92%"
"classicmodels.orders","326","status","status","Shipped","303","92.94%"
"classicmodels.orders","326","status","status","In Process","6","1.84%"
"classicmodels.orders","326","status","status","Cancelled","6","1.84%"
"classicmodels.orders","326","status","status","On Hold","4","1.23%"
"classicmodels.orders","326","status","status","Resolved","4","1.23%"
"classicmodels.orders","326","status","status","Disputed","3","0.92%"
"classicmodels.payments","273","amount","amount","1676.14","1","0.37%"
"classicmodels.payments","273","amount","amount","50025.35","1","0.37%"
"classicmodels.payments","273","amount","amount","35152.12","1","0.37%"
"classicmodels.payments","273","amount","amount","17359.53","1","0.37%"
"classicmodels.payments","273","amount","amount","12432.32","1","0.37%"
"classicmodels.payments","273","amount","amount","45352.47","1","0.37%"
"classicmodels.payments","273","amount","amount","1834.56","1","0.37%"
"classicmodels.payments","273","amount","amount","49165.16","1","0.37%"
"classicmodels.payments","273","amount","amount","36070.47","1","0.37%"
